2016|1|1|4|1|2016-01-04|DL|19790|DL|N949DL|1964|12451|1245102|31136|JAX|Jacksonville  FL|FL|12|Florida|33|10397|1039705|30397|ATL|Atlanta  GA|GA|13|Georgia|34|1830|1828|-2.0|0.0|0|-1|1800-1859|19.0|1847|1939|13.0|1958|1952|-6.0|0.0|0|-1|1900-1959|0|NULL|0|88.0|84.0|52.0|1.0|270.0|2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|6|3|2016-01-06|OO|20304|OO|N944SW|4609|11433|1143302|31295|DTW|Detroit  MI|MI|26|Michigan|43|14696|1469606|34696|SBN|South Bend  IN|IN|18|Indiana|42|1020|1017|-3.0|0.0|0|-1|1000-1059|40.0|1057|1127|4.0|1128|1131|3.0|3.0|0|0|1100-1159|0|NULL|0|68.0|74.0|30.0|1.0|157.0|1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|2|6|2016-01-02|WN|19393|WN|N963WN|6331|14107|1410702|30466|PHX|Phoenix  AZ|AZ|4|Arizona|81|11042|1104203|30647|CLE|Cleveland  OH|OH|39|Ohio|44|1220|1216|-4.0|0.0|0|-1|1200-1259|9.0|1225|1745|5.0|1805|1750|-15.0|0.0|0|-1|1800-1859|0|NULL|0|225.0|214.0|200.0|1.0|1737.0|7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|7|4|2016-01-07|UA|19977|UA|N24706|1023|13495|1349503|33495|MSY|New Orleans  LA|LA|22|Louisiana|72|13930|1393004|30977|ORD|Chicago  IL|IL|17|Illinois|41|1542|1536|-6.0|0.0|0|-1|1500-1559|8.0|1544|1734|10.0|1815|1744|-31.0|0.0|0|-2|1800-1859|0|NULL|0|153.0|128.0|110.0|1.0|837.0|4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|21|4|2016-01-21|OO|20304|OO|N918SW|6386|14771|1477102|32457|SFO|San Francisco  CA|CA|6|California|91|14905|1490503|34905|SMX|Santa Maria  CA|CA|6|California|91|1234|1447|133.0|133.0|1|8|1200-1259|20.0|1507|1545|3.0|1345|1548|123.0|123.0|1|8|1300-1359|0|NULL|0|71.0|61.0|38.0|1.0|216.0|1|0.0|0.0|0.0|0.0|123.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|18|1|2016-01-18|OO|20304|OO|N124SY|6529|11298|1129804|30194|DFW|Dallas/Fort Worth  TX|TX|48|Texas|74|12892|1289203|32575|LAX|Los Angeles  CA|CA|6|California|91|706|750|44.0|44.0|1|2|0700-0759|10.0|800|902|10.0|845|912|27.0|27.0|1|1|0800-0859|0|NULL|0|219.0|202.0|182.0|1.0|1235.0|5|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|12|2|2016-01-12|F9|20436|F9|N704FR|1217|14100|1410002|34100|PHL|Philadelphia  PA|PA|42|Pennsylvania|23|13204|1320402|31454|MCO|Orlando  FL|FL|12|Florida|33|1110|1103|-7.0|0.0|0|-1|1100-1159|14.0|1117|1341|8.0|1400|1349|-11.0|0.0|0|-1|1400-1459|0|NULL|0|170.0|166.0|144.0|1.0|861.0|4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|22|5|2016-01-22|AA|19805|AA|NULL|641|12264|1226402|30852|IAD|Washington  DC|VA|51|Virginia|38|12892|1289203|32575|LAX|Los Angeles  CA|CA|6|California|91|1701|0|0.0|0.0|0|0|1700-1759|0.0|0|0|0.0|2007|0|0.0|0.0|0|0|2000-2059|1|B|0|366.0|0.0|0.0|1.0|2288.0|10|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|13|3|2016-01-13|AA|19805|AA|N3JHAA|241|13930|1393004|30977|ORD|Chicago  IL|IL|17|Illinois|41|14771|1477102|32457|SFO|San Francisco  CA|CA|6|California|91|1400|1411|11.0|11.0|0|0|1400-1459|13.0|1424|1636|3.0|1644|1639|-5.0|0.0|0|-1|1600-1659|0|NULL|0|284.0|268.0|252.0|1.0|1846.0|8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
2016|1|1|20|3|2016-01-20|UA|19977|UA|N463UA|330|13303|1330303|32467|MIA|Miami  FL|FL|12|Florida|33|13930|1393004|30977|ORD|Chicago  IL|IL|17|Illinois|41|1235|1230|-5.0|0.0|0|-1|1200-1259|17.0|1247|1441|3.0|1459|1444|-15.0|0.0|0|-1|1400-1459|0|NULL|0|204.0|194.0|174.0|1.0|1197.0|5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0|NULL|0|0|0.0|0.0|0.0|0.0|NULL|NULL|0|0|0.0|0.0|0.0
