-32.92589188|147.7067261|Trundle|2875|NSW|-1|house|7|8|2009|2|1|2|2023|-1|-1|-1|-1|-1|-1|-1|-1|null|null|-1|55056|49746|199|283612|hospital3328|594|GPDoctor17936|34842|84|58141
-37.81909|145.088772|Surrey Hills|3127|Vic|771000|townhouse|17|9|2016|2|2|1|-1|40|1700|795|346|2643|1.1|2511|2.6|null|Canterbury Girls Secondary College|80|19894|579|514|920|hospitalDoctor4094|860|clinicDoctor2190|683|756|869
-36.71927|142.182853|Horsham|3400|Vic|108000|house|22|12|2014|3|1|0|-1|38|1339|552|145|1316|1.1|1072|2.5|null|null|-1|19921|255525|641|257756|hospital1799|21621|GPDoctor15564|1384|32|1233
-33.904404|151.137599|Dulwich Hill|2203|NSW|560000|unit|5|15|2012|2|1|1|-1|34|2500|1171|460|2288|1.2|2045|2.1|null|Canterbury Boys High School|545|1393|810|3|17272|hospitalDoctor3834|512|GPDoctor15317|201|359|1793
-32.967794|151.696053|Charlestown|2290|NSW|-1|apartment|10|28|2016|1|1|1|-1|38|1625|544|264|1323|1.1|708|1.8|null|null|-1|1158|2919|3|121506|hospitalDoctor3607|914|GPDoctor15289|157|1030|472
-34.653667|150.290039|Bundanoon|2578|NSW|220000|residential land|4|30|2016|0|0|0|800|52|1517|415|200|1151|1.1|781|2.3|null|null|-1|1310|908|26|79492|hospital1509|22405|GPDoctor7003|649|1125|13719
-37.846257|144.65453|Tarneit|3029|Vic|433000|house|7|9|2012|4|2|4|-1|29|2110|747|300|1724|1.1|1679|3.2|null|null|-1|19922|5794|642|3976|hospital2380|4119|GPDoctor1340|101|1596|1868
-34.55508423|148.3733368|Harden|2587|NSW|92500|house|7|29|2009|3|1|0|-1|49|1174|420|150|988|1.1|742|2.1|null|null|-1|55003|273|211|98780|hospital1787|1166|GPDoctor15580|568|533|28146
-34.071968|150.817568|Campbelltown|2560|NSW|407000|villa|8|9|2016|2|1|1|-1|34|1430|509|210|955|1.2|730|2.2|null|null|-1|1296|974|80|683|hospital1721|86|GPDoctor21126|418|856|703
-31.628313|152.702694|Kendall|2439|NSW|290000|house|5|12|2010|3|2|2|1982|43|1582|356|255|789|1.2|705|2.7|null|null|-1|55040|859|3|297987|hospital1987|19180|GPDoctor12273|9053|10|5008
-37.9412384|145.1504211|Springvale|3171|Vic|-1|house|23|10|2008|3|2|2|-1|30|1625|366|245|815|1.4|920|3.2|null|null|-1|19913|957|491|985|hospitalDoctor323|3395|GPDoctor17794|321|1590|918
-34.35133743|150.9182434|Woonona|2517|NSW|-1|house|11|19|2009|3|2|2|587|37|2000|551|190|2214|1.1|1547|2.6|null|null|-1|1366|341|26|32689|hospital711|1602|GP9775|1513|716|1719
-38.327386|143.072463|Cobden|3266|Vic|-1|house|22|3|2013|3|1|1|-1|40|953|489|160|966|1.1|877|2.3|null|null|-1|19921|146953|641|97820|hospital3238|11620|clinic2941|467|497|12605
-38.02369|145.963824|Neerim South|3831|Vic|-1|residential land|18|1|2010|0|0|0|-1|43|1950|526|180|1298|1.1|1131|2.8|null|null|-1|19880|42294|400|40294|hospitalDoctor197|15520|clinic8473|1158|450|15495
-33.879406|151.076935|Strathfield|2135|NSW|3850000|house|5|3|2014|6|5|5|1208|41|2900|762|520|2480|1.1|2031|3.3|null|Strathfield Girls High School|67|1216|1650|3|11271|hospitalDoctor3517|1508|GPDoctor16837|989|928|1655
-34.028981|151.09092|Gymea|2227|NSW|1260000|house|8|10|2016|3|2|1|556|37|2817|564|370|2031|1.2|1884|3.2|Gymea North Public School|null|-1|1347|826|3|21779|hospitalDoctor4309|1018|GPDoctor12499|587|1119|920
-33.012145|151.648378|Valentine|2280|NSW|550000|house|7|4|2015|4|2|2|663|46|1375|522|320|1733|1|1318|2.5|null|null|-1|1152|6072|3|114928|hospital1486|1410|GPDoctor11717|1246|1006|2696
-28.812977|153.283519|Lismore|2480|NSW|265000|house|3|15|2016|5|1|3|550|35|1473|380|175|735|1.2|539|1.9|null|null|-1|55062|24477|158|98607|hospital2144|850|clinic7462|711|1105|391
-32.923906|151.606436|Edgeworth|2285|NSW|378000|house|6|9|2010|3|2|2|846|42|1370|628|340|1538|1|1625|2.7|null|null|-1|1155|2643|3|121214|hospital1984|5476|GPDoctor11490|1481|1051|1680
-37.706706|144.87342|Tullamarine|3043|Vic|380000|house|16|7|2010|3|1|4|-1|37|1300|447|321|1522|1.1|1514|2.7|null|null|-1|20032|3862|579|1323|hospitalDoctor1249|2589|clinicDoctor305|988|975|1496
-32.927488|151.716402|New Lambton|2305|NSW|520000|house|8|5|2016|3|1|1|778|36|2000|608|260|1732|1.1|1166|2.4|null|null|-1|1159|772|3|126285|hospital2906|766|GPDoctor10126|481|496|1597
-36.46398544|147.2478333|Eskdale|3701|Vic|130000|house|5|1|2009|3|1|3|3008|46|764|474|100|1042|1.1|883|2.3|null|null|-1|19880|237986|583|50335|hospital1773|31844|GP9865|28407|492|39038
-33.8304706|151.0742318|Wentworth Point|2127|NSW|640000|apartment|4|5|2012|3|2|2|-1|31|2600|1115|480|2281|1.3|2063|2|null|Concord High School|127|1203|1184|3|11749|hospital2074|1847|GPDoctor1825|230|1156|1150
-33.8843251|151.1957491|Ultimo|2007|NSW|-1|apartment|1|24|2011|1|1|0|-1|22|1413|8|338|719|1.1|0|1.2|Glebe Public School|null|-1|1421|868|3|22247|hospitalDoctor23|93|clinic1805|83|1015|179
-37.794825|144.948125|North Melbourne|3051|Vic|300000|apartment|17|4|2015|1|1|0|-1|30|1083|651|400|1892|1.2|1437|2.2|null|University High School|28|19971|1073|273|581|hospital4290|124|GP9683|124|145|2126
-36.152954|146.867609|Wodonga|3690|Vic|-1|house|13|10|2014|4|2|3|-1|39|1530|727|345|2065|1|1907|3|null|null|-1|19876|223655|584|2811|hospital1786|1520|clinic3135|2005|749|2719
-35.529601|144.987876|Deniliquin|2710|NSW|155000|house|5|18|2016|3|1|1|923|43|758|563|175|1594|1.1|939|2.3|null|null|-1|55008|144118|584|181819|hospital1589|2309|clinic7851|2203|612|67751
