-33.969067|151.032854|Padstow Heights|2211|NSW|1040000|house|9|11|2015|3|3|1|620|37|2207|651|440|1750|1.1|1462|3|Padstow Heights Public School|null|-1|1416|1908|3|13261|hospitalDoctor916|2394|GPDoctor10446|1639|371|1699
-28.381239|153.568355|Pottsville|2489|NSW|-1|unit|10|8|2009|2|2|1|-1|44|630|434|280|841|1.1|697|2.1|null|null|-1|55062|74313|158|53108|hospitalDoctor3828|14050|GP9657|1133|329|5467
-36.491156|144.345834|Kamarooka|3570|Vic|-1|house|5|6|2012|4|2|5|283279|-1|-1|-1|-1|-1|-1|-1|-1|null|null|-1|15351|125661|570|116858|hospitalDoctor1131|30043|clinic3098|24006|120|23795
-33.958347|151.001665|Panania|2213|NSW|716000|house|9|27|2014|3|1|3|519|34|2154|585|182|1630|1.2|1516|3|Panania Public School|null|-1|1418|564|3|10855|hospitalDoctor916|1219|GPDoctor18947|224|411|1269
-37.739004|144.946144|Pascoe Vale South|3044|Vic|525000|house|23|9|2014|2|1|1|-1|41|1991|456|348|1149|1.2|989|2.7|null|null|-1|19965|1557|379|3551|hospitalDoctor1016|1393|GPDoctor15645|48|1477|1612
-33.9018708|151.1836906|Erskineville|2043|NSW|650000|house|3|12|2013|1|1|1|-1|36|3033|1151|462|2542|1.2|2521|1.9|Newtown Public School|null|-1|1324|261|3|21386|hospitalDoctor415|962|GPDoctor13608|217|189|411
-33.793925|150.664534|Glenmore Park|2745|NSW|420000|house|10|10|2014|3|1|1|383|30|2167|780|328|1905|1.1|1833|2.8|null|null|-1|1254|3039|7|29269|hospital3429|5077|clinicDoctor2193|1320|746|642
-34.422216|150.882506|Wollongong|2500|NSW|392000|house|11|23|2011|3|1|1|-1|36|1400|430|255|1273|1.1|943|2.2|null|null|-1|1372|747|26|39416|hospital2391|336|clinic8071|435|1220|924
-33.8275476|151.0751903|Wentworth Point|2127|NSW|548000|apartment|12|23|2013|2|2|2|-1|31|2600|1115|480|2281|1.3|2063|2|null|Concord High School|127|1203|1143|3|11952|hospital2074|1928|GPDoctor1825|567|1156|1257
-37.20162964|145.0447083|Broadford|3658|Vic|250000|house|26|2|2009|4|2|2|-1|48|1218|443|160|1052|1.1|860|2.1|null|null|-1|15351|50492|570|24114|hospital1693|13676|clinic2714|288|1528|12812
-38.059653|145.132748|Bonbeach|3196|Vic|560000|house|3|12|2014|3|2|2|-1|41|2000|584|231|1476|1.1|861|1.9|null|null|-1|19859|1201|664|1348|hospitalDoctor1093|1668|clinic8582|1308|841|1295
-38.184911|146.004574|Darnum|3822|Vic|-1|house|15|3|2011|3|1|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|null|null|-1|19880|46798|400|45612|hospital2383|6948|GPDoctor5797|5643|1610|6793
-38.025168|145.103748|Aspendale|3195|Vic|410000|house|15|11|2012|2|1|2|-1|41|3077|639|350|1575|1.1|1278|2.5|null|null|-1|19862|267|670|2441|hospitalDoctor294|316|clinic2533|316|414|2420
